From,To,Overlap
TextDescription.java,AbstractObjectAssert.java,0.18326693227091634
AbstractObjectAssert.java,BasicErrorMessageFactory.java,0.08225616921269095
BasicErrorMessageFactory.java,AbstractObjectAssert.java,0.08225616921269095
AbstractObjectAssert.java,ConstructorInvoker.java,0.049664429530201344
ConstructorInvoker.java,AbstractObjectAssert.java,0.049664429530201344
AbstractObjectAssert.java,DescriptionFormatter.java,0.08660351826792964
DescriptionFormatter.java,AbstractObjectAssert.java,0.08660351826792964
AbstractObjectAssert.java,MessageFormatter.java,0.09138381201044386
MessageFormatter.java,AbstractObjectAssert.java,0.09138381201044386
AbstractObjectAssert.java,ShouldBeBetween.java,0.08142493638676845
ShouldBeBetween.java,AbstractObjectAssert.java,0.08142493638676845
AbstractObjectAssert.java,ShouldBeEqual.java,0.2084233261339093
ShouldBeEqual.java,AbstractObjectAssert.java,0.2084233261339093
AbstractObjectAssert.java,ShouldNotHaveDuplicates.java,0.08672086720867209
ShouldNotHaveDuplicates.java,AbstractObjectAssert.java,0.08672086720867209
AbstractObjectAssert.java,ByNameSingleExtractor.java,0.05184174624829468
ByNameSingleExtractor.java,AbstractObjectAssert.java,0.05184174624829468
AbstractObjectAssert.java,Extractors.java,0.08235294117647059
Extractors.java,AbstractObjectAssert.java,0.08235294117647059
AbstractObjectAssert.java,FieldsOrPropertiesExtractor.java,0.15223097112860892
FieldsOrPropertiesExtractor.java,AbstractObjectAssert.java,0.15223097112860892
AbstractObjectAssert.java,Properties.java,0.23915737298636927
Properties.java,AbstractObjectAssert.java,0.23915737298636927
AbstractObjectAssert.java,Tuple.java,0.047936085219707054
Tuple.java,AbstractObjectAssert.java,0.047936085219707054
AbstractObjectAssert.java,AbstractComparisonStrategy.java,0.08717948717948718
AbstractComparisonStrategy.java,AbstractObjectAssert.java,0.08717948717948718
AbstractObjectAssert.java,Arrays.java,0.04881450488145049
Arrays.java,AbstractObjectAssert.java,0.04881450488145049
AbstractObjectAssert.java,Booleans.java,0.0824607329842932
Booleans.java,AbstractObjectAssert.java,0.0824607329842932
AbstractObjectAssert.java,Characters.java,0.08398950131233596
Characters.java,AbstractObjectAssert.java,0.08398950131233596
AbstractObjectAssert.java,CommonValidations.java,0.04441776710684274
CommonValidations.java,AbstractObjectAssert.java,0.04441776710684274
AbstractObjectAssert.java,Comparables.java,0.07142857142857142
Comparables.java,AbstractObjectAssert.java,0.07142857142857142
AbstractObjectAssert.java,ComparatorBasedComparisonStrategy.java,0.07990867579908675
ComparatorBasedComparisonStrategy.java,AbstractObjectAssert.java,0.07990867579908675
AbstractObjectAssert.java,Conditions.java,0.0773955773955774
Conditions.java,AbstractObjectAssert.java,0.0773955773955774
AbstractObjectAssert.java,Failures.java,0.1357615894039735
Failures.java,AbstractObjectAssert.java,0.1357615894039735
AbstractObjectAssert.java,Integers.java,0.09175531914893617
Integers.java,AbstractObjectAssert.java,0.09175531914893617
AbstractObjectAssert.java,IterableDiff.java,0.04660452729693742
IterableDiff.java,AbstractObjectAssert.java,0.04660452729693742
AbstractObjectAssert.java,Iterables.java,0.0787746170678337
Iterables.java,AbstractObjectAssert.java,0.0787746170678337
AbstractObjectAssert.java,Lists.java,0.12668743509865005
Lists.java,AbstractObjectAssert.java,0.12668743509865005
AbstractObjectAssert.java,Numbers.java,0.1478723404255319
Numbers.java,AbstractObjectAssert.java,0.1478723404255319
AbstractObjectAssert.java,Objects.java,0.1289490651192779
Objects.java,AbstractObjectAssert.java,0.1289490651192779
AbstractObjectAssert.java,Predicates.java,0.08458390177353342
Predicates.java,AbstractObjectAssert.java,0.08458390177353342
AbstractObjectAssert.java,StandardComparisonStrategy.java,0.08
StandardComparisonStrategy.java,AbstractObjectAssert.java,0.08
AbstractObjectAssert.java,Strings.java,0.09096692111959287
Strings.java,AbstractObjectAssert.java,0.09096692111959287
AbstractObjectAssert.java,Throwables.java,0.14418125643666324
Throwables.java,AbstractObjectAssert.java,0.14418125643666324
AbstractObjectAssert.java,TypeComparators.java,0.17789072426937738
TypeComparators.java,AbstractObjectAssert.java,0.17789072426937738
AbstractObjectAssert.java,StandardRepresentation.java,0.16375727348295926
StandardRepresentation.java,AbstractObjectAssert.java,0.16375727348295926
AbstractObjectAssert.java,Arrays.java,0.0798611111111111
Arrays.java,AbstractObjectAssert.java,0.0798611111111111
AbstractObjectAssert.java,ArrayWrapperList.java,0.17958656330749354
ArrayWrapperList.java,AbstractObjectAssert.java,0.17958656330749354
AbstractObjectAssert.java,DateUtil.java,0.18675252989880406
DateUtil.java,AbstractObjectAssert.java,0.18675252989880406
AbstractObjectAssert.java,ClassUtils.java,0.24643320363164722
ClassUtils.java,AbstractObjectAssert.java,0.24643320363164722
AbstractObjectAssert.java,FieldSupport.java,0.21198668146503885
FieldSupport.java,AbstractObjectAssert.java,0.21198668146503885
AbstractObjectAssert.java,FieldUtils.java,0.07923169267707082
FieldUtils.java,AbstractObjectAssert.java,0.07923169267707082
AbstractObjectAssert.java,Introspection.java,0.08491761723700887
Introspection.java,AbstractObjectAssert.java,0.08491761723700887
AbstractObjectAssert.java,MemberUtils.java,0.022339027595269383
MemberUtils.java,AbstractObjectAssert.java,0.022339027595269383
AbstractObjectAssert.java,PropertyOrFieldSupport.java,0.044642857142857144
PropertyOrFieldSupport.java,AbstractObjectAssert.java,0.044642857142857144
AbstractObjectAssert.java,PropertySupport.java,0.13370165745856355
PropertySupport.java,AbstractObjectAssert.java,0.13370165745856355
AbstractObjectAssert.java,IterableUtil.java,0.23514851485148514
IterableUtil.java,AbstractObjectAssert.java,0.23514851485148514
AbstractObjectAssert.java,Lists.java,0.08894536213468869
Lists.java,AbstractObjectAssert.java,0.08894536213468869
AbstractObjectAssert.java,Objects.java,0.17125
Objects.java,AbstractObjectAssert.java,0.17125
AbstractObjectAssert.java,Preconditions.java,0.2259215219976219
Preconditions.java,AbstractObjectAssert.java,0.2259215219976219
AbstractObjectAssert.java,Strings.java,0.07298474945533769
Strings.java,AbstractObjectAssert.java,0.07298474945533769
AbstractObjectAssert.java,Throwables.java,0.22819593787335724
Throwables.java,AbstractObjectAssert.java,0.22819593787335724
AbstractObjectAssert.java,Assertions_assertThat_with_Boolean_Test.java,0.049723756906077346
Assertions_assertThat_with_Boolean_Test.java,AbstractObjectAssert.java,0.049723756906077346
AbstractObjectAssert.java,Assertions_assertThat_with_Character_Test.java,0.0496551724137931
Assertions_assertThat_with_Character_Test.java,AbstractObjectAssert.java,0.0496551724137931
AbstractObjectAssert.java,Assertions_tuple_Test.java,0.05042016806722689
Assertions_tuple_Test.java,AbstractObjectAssert.java,0.05042016806722689
AbstractObjectAssert.java,TestCondition.java,0.05449591280653951
TestCondition.java,AbstractObjectAssert.java,0.05449591280653951
AbstractObjectAssert.java,AnyOf_matches_Test.java,0.0472972972972973
AnyOf_matches_Test.java,AbstractObjectAssert.java,0.0472972972972973
AbstractObjectAssert.java,MapEntry_toString_Test.java,0.04834254143646409
MapEntry_toString_Test.java,AbstractObjectAssert.java,0.04834254143646409
AbstractObjectAssert.java,TextDescription_constructor_Test.java,0.04891304347826087
TextDescription_constructor_Test.java,AbstractObjectAssert.java,0.04891304347826087
AbstractObjectAssert.java,ShouldNotHaveDuplicates_create_Test.java,0.04838709677419355
ShouldNotHaveDuplicates_create_Test.java,AbstractObjectAssert.java,0.04838709677419355
AbstractObjectAssert.java,ByNameSingleExtractorTest.java,0.04342857142857143
ByNameSingleExtractorTest.java,AbstractObjectAssert.java,0.04342857142857143
AbstractObjectAssert.java,Properties_extractProperty_Test.java,0.048239895697522815
Properties_extractProperty_Test.java,AbstractObjectAssert.java,0.048239895697522815
AbstractObjectAssert.java,StandardComparisonStrategy_stringContains_Test.java,0.048678720445062586
StandardComparisonStrategy_stringContains_Test.java,AbstractObjectAssert.java,0.048678720445062586
AbstractObjectAssert.java,TypeComparators_Test.java,0.04263093788063337
TypeComparators_Test.java,AbstractObjectAssert.java,0.04263093788063337
AbstractObjectAssert.java,ClassBasedNavigableIterable_Test.java,0.049723756906077346
ClassBasedNavigableIterable_Test.java,AbstractObjectAssert.java,0.049723756906077346
AbstractObjectAssert.java,GenericNavigableAssert_Test.java,0.044642857142857144
GenericNavigableAssert_Test.java,AbstractObjectAssert.java,0.044642857142857144
AbstractObjectAssert.java,AbstractBaseRepresentationTest.java,0.04735376044568245
AbstractBaseRepresentationTest.java,AbstractObjectAssert.java,0.04735376044568245
AbstractObjectAssert.java,StandardRepresentation_toStringOf_Test.java,0.03729146221786065
StandardRepresentation_toStringOf_Test.java,AbstractObjectAssert.java,0.03729146221786065
AbstractObjectAssert.java,Employee.java,0.05
Employee.java,AbstractObjectAssert.java,0.05
AbstractObjectAssert.java,ExpectedException.java,0.04436860068259386
ExpectedException.java,AbstractObjectAssert.java,0.04436860068259386
AbstractObjectAssert.java,Name.java,0.04896907216494845
Name.java,AbstractObjectAssert.java,0.04896907216494845
AbstractObjectAssert.java,VehicleAssert.java,0.048209366391184574
VehicleAssert.java,AbstractObjectAssert.java,0.048209366391184574
AbstractObjectAssert.java,VehicleFactory.java,0.047619047619047616
VehicleFactory.java,AbstractObjectAssert.java,0.047619047619047616
AbstractObjectAssert.java,Arrays_hasOnlyNullElements_Test.java,0.0472972972972973
Arrays_hasOnlyNullElements_Test.java,AbstractObjectAssert.java,0.0472972972972973
AbstractObjectAssert.java,Employee.java,0.05006765899864682
Employee.java,AbstractObjectAssert.java,0.05006765899864682
AbstractObjectAssert.java,OtherStringTestComparator.java,0.05174825174825175
OtherStringTestComparator.java,AbstractObjectAssert.java,0.05174825174825175
AbstractObjectAssert.java,OtherStringTestComparatorWithAt.java,0.05174825174825175
OtherStringTestComparatorWithAt.java,AbstractObjectAssert.java,0.05174825174825175
Assertions.java,Assertions.java,0.0
Assertions.java,Assertions.java,0.0
Assertions.java,AssertionsForClassTypes.java,0.44446932377966863
AssertionsForClassTypes.java,Assertions.java,0.44446932377966863
Assertions.java,AssertionsForInterfaceTypes.java,0.40602218700475434
AssertionsForInterfaceTypes.java,Assertions.java,0.40602218700475434
Assertions.java,ClassBasedNavigableIterableAssert.java,0.06320621468926553
ClassBasedNavigableIterableAssert.java,Assertions.java,0.06320621468926553
Assertions.java,Condition.java,0.2174061433447099
Condition.java,Assertions.java,0.2174061433447099
Assertions.java,ListAssert.java,0.06325008108984755
ListAssert.java,Assertions.java,0.06325008108984755
Assertions.java,WritableAssertionInfo.java,0.2509388869921475
WritableAssertionInfo.java,Assertions.java,0.2509388869921475
Assertions.java,AnyOf.java,0.19641602248770204
AnyOf.java,Assertions.java,0.19641602248770204
Assertions.java,Join.java,0.17952314165497896
Join.java,Assertions.java,0.17952314165497896
Assertions.java,ConfigurationProvider.java,0.1799787007454739
ConfigurationProvider.java,Assertions.java,0.1799787007454739
Assertions.java,Services.java,0.06361051883439943
Services.java,Assertions.java,0.06361051883439943
Assertions.java,MapEntry.java,0.2562849162011173
MapEntry.java,Assertions.java,0.2562849162011173
Assertions.java,Description.java,0.17891373801916932
Description.java,Assertions.java,0.17891373801916932
Assertions.java,TextDescription.java,0.2651408450704225
TextDescription.java,Assertions.java,0.2651408450704225
Assertions.java,BasicErrorMessageFactory.java,0.18209666439754935
BasicErrorMessageFactory.java,Assertions.java,0.18209666439754935
Assertions.java,ConstructorInvoker.java,0.0635593220338983
ConstructorInvoker.java,Assertions.java,0.0635593220338983
Assertions.java,DescriptionFormatter.java,0.17799009200283086
DescriptionFormatter.java,Assertions.java,0.17799009200283086
Assertions.java,MessageFormatter.java,0.1871713985278654
MessageFormatter.java,Assertions.java,0.1871713985278654
Assertions.java,ShouldBeBetween.java,0.17542638357117996
ShouldBeBetween.java,Assertions.java,0.17542638357117996
Assertions.java,ShouldBeEqual.java,0.27912379688018585
ShouldBeEqual.java,Assertions.java,0.27912379688018585
Assertions.java,ShouldNotHaveDuplicates.java,0.1784070796460177
ShouldNotHaveDuplicates.java,Assertions.java,0.1784070796460177
Assertions.java,ByNameSingleExtractor.java,0.06347517730496453
ByNameSingleExtractor.java,Assertions.java,0.06347517730496453
Assertions.java,Extractors.java,0.17812061711079943
Extractors.java,Assertions.java,0.17812061711079943
Assertions.java,FieldsOrPropertiesExtractor.java,0.21235521235521235
FieldsOrPropertiesExtractor.java,Assertions.java,0.21235521235521235
Assertions.java,Properties.java,0.3013130615065653
Properties.java,Assertions.java,0.3013130615065653
Assertions.java,Tuple.java,0.06377730796335447
Tuple.java,Assertions.java,0.06377730796335447
Assertions.java,AbstractComparisonStrategy.java,0.18590861527729333
AbstractComparisonStrategy.java,Assertions.java,0.18590861527729333
Assertions.java,Arrays.java,0.1525134904856575
Arrays.java,Assertions.java,0.1525134904856575
Assertions.java,Booleans.java,0.20273588214661523
Booleans.java,Assertions.java,0.20273588214661523
Assertions.java,Characters.java,0.20322920322920324
Characters.java,Assertions.java,0.20322920322920324
Assertions.java,CommonValidations.java,0.06301369863013699
CommonValidations.java,Assertions.java,0.06301369863013699
Assertions.java,Comparables.java,0.199475925319358
Comparables.java,Assertions.java,0.199475925319358
Assertions.java,ComparatorBasedComparisonStrategy.java,0.18056024299696255
ComparatorBasedComparisonStrategy.java,Assertions.java,0.18056024299696255
Assertions.java,Conditions.java,0.1992416408135126
Conditions.java,Assertions.java,0.1992416408135126
Assertions.java,Failures.java,0.21216171065820247
Failures.java,Assertions.java,0.21216171065820247
Assertions.java,Integers.java,0.18809439943642128
Integers.java,Assertions.java,0.18809439943642128
Assertions.java,IterableDiff.java,0.06307258632840028
IterableDiff.java,Assertions.java,0.06307258632840028
Assertions.java,Iterables.java,0.19514687100894
Iterables.java,Assertions.java,0.19514687100894
Assertions.java,Lists.java,0.21311475409836064
Lists.java,Assertions.java,0.21311475409836064
Assertions.java,Numbers.java,0.27618103733069044
Numbers.java,Assertions.java,0.27618103733069044
Assertions.java,Objects.java,0.22952171522814732
Objects.java,Assertions.java,0.22952171522814732
Assertions.java,Predicates.java,0.17836879432624114
Predicates.java,Assertions.java,0.17836879432624114
Assertions.java,StandardComparisonStrategy.java,0.18028359216745443
StandardComparisonStrategy.java,Assertions.java,0.18028359216745443
Assertions.java,Strings.java,0.20825362120798033
Strings.java,Assertions.java,0.20825362120798033
Assertions.java,Throwables.java,0.24787442773054283
Throwables.java,Assertions.java,0.24787442773054283
Assertions.java,TypeComparators.java,0.2533054975643702
TypeComparators.java,Assertions.java,0.2533054975643702
Assertions.java,StandardRepresentation.java,0.2702127659574468
StandardRepresentation.java,Assertions.java,0.2702127659574468
Assertions.java,Arrays.java,0.18332768553032872
Arrays.java,Assertions.java,0.18332768553032872
Assertions.java,ArrayWrapperList.java,0.2548060118839567
ArrayWrapperList.java,Assertions.java,0.2548060118839567
Assertions.java,DateUtil.java,0.26244486452425964
DateUtil.java,Assertions.java,0.26244486452425964
Assertions.java,ClassUtils.java,0.30230930720783766
ClassUtils.java,Assertions.java,0.30230930720783766
Assertions.java,FieldSupport.java,0.28647925033467203
FieldSupport.java,Assertions.java,0.28647925033467203
Assertions.java,FieldUtils.java,0.18356164383561643
FieldUtils.java,Assertions.java,0.18356164383561643
Assertions.java,Introspection.java,0.18671766342141863
Introspection.java,Assertions.java,0.18671766342141863
Assertions.java,MemberUtils.java,0.0059691011235955055
MemberUtils.java,Assertions.java,0.0059691011235955055
Assertions.java,PropertyOrFieldSupport.java,0.06199930337861372
PropertyOrFieldSupport.java,Assertions.java,0.06199930337861372
Assertions.java,PropertySupport.java,0.21156417112299467
PropertySupport.java,Assertions.java,0.21156417112299467
Assertions.java,IterableUtil.java,0.29671848013816926
IterableUtil.java,Assertions.java,0.29671848013816926
Assertions.java,Lists.java,0.18754349338900486
Lists.java,Assertions.java,0.18754349338900486
Assertions.java,Objects.java,0.25251125736058194
Objects.java,Assertions.java,0.25251125736058194
Assertions.java,Preconditions.java,0.2923497267759563
Preconditions.java,Assertions.java,0.2923497267759563
Assertions.java,Strings.java,0.17770382695507486
Strings.java,Assertions.java,0.17770382695507486
Assertions.java,Throwables.java,0.295827633378933
Throwables.java,Assertions.java,0.295827633378933
Assertions.java,Assertions_assertThat_with_Boolean_Test.java,0.064034151547492
Assertions_assertThat_with_Boolean_Test.java,Assertions.java,0.064034151547492
Assertions.java,Assertions_assertThat_with_Character_Test.java,0.06401137980085349
Assertions_assertThat_with_Character_Test.java,Assertions.java,0.06401137980085349
Assertions.java,Assertions_tuple_Test.java,0.06426276329882184
Assertions_tuple_Test.java,Assertions.java,0.06426276329882184
Assertions.java,TestCondition.java,0.06451612903225806
TestCondition.java,Assertions.java,0.06451612903225806
Assertions.java,AnyOf_matches_Test.java,0.0633180049522462
AnyOf_matches_Test.java,Assertions.java,0.0633180049522462
Assertions.java,MapEntry_toString_Test.java,0.06367840626111704
MapEntry_toString_Test.java,Assertions.java,0.06367840626111704
Assertions.java,TextDescription_constructor_Test.java,0.06376195536663125
TextDescription_constructor_Test.java,Assertions.java,0.06376195536663125
Assertions.java,ShouldNotHaveDuplicates_create_Test.java,0.0639350052984811
ShouldNotHaveDuplicates_create_Test.java,Assertions.java,0.0639350052984811
Assertions.java,ByNameSingleExtractorTest.java,0.06076975016880486
ByNameSingleExtractorTest.java,Assertions.java,0.06076975016880486
Assertions.java,Properties_extractProperty_Test.java,0.06306937631394534
Properties_extractProperty_Test.java,Assertions.java,0.06306937631394534
Assertions.java,StandardComparisonStrategy_stringContains_Test.java,0.06379187455452602
StandardComparisonStrategy_stringContains_Test.java,Assertions.java,0.06379187455452602
Assertions.java,TypeComparators_Test.java,0.061210453920220086
TypeComparators_Test.java,Assertions.java,0.061210453920220086
Assertions.java,ClassBasedNavigableIterable_Test.java,0.06332266097474208
ClassBasedNavigableIterable_Test.java,Assertions.java,0.06332266097474208
Assertions.java,GenericNavigableAssert_Test.java,0.062347614071752
GenericNavigableAssert_Test.java,Assertions.java,0.062347614071752
Assertions.java,AbstractBaseRepresentationTest.java,0.06345811051693405
AbstractBaseRepresentationTest.java,Assertions.java,0.06345811051693405
Assertions.java,StandardRepresentation_toStringOf_Test.java,0.061171925305859624
StandardRepresentation_toStringOf_Test.java,Assertions.java,0.061171925305859624
Assertions.java,Employee.java,0.06322444678609063
Employee.java,Assertions.java,0.06322444678609063
Assertions.java,ExpectedException.java,0.06102494942683749
ExpectedException.java,Assertions.java,0.06102494942683749
Assertions.java,Name.java,0.06287111421585749
Name.java,Assertions.java,0.06287111421585749
Assertions.java,VehicleAssert.java,0.0632776395307501
VehicleAssert.java,Assertions.java,0.0632776395307501
Assertions.java,VehicleFactory.java,0.0634301913536499
VehicleFactory.java,Assertions.java,0.0634301913536499
Assertions.java,Arrays_hasOnlyNullElements_Test.java,0.0633180049522462
Arrays_hasOnlyNullElements_Test.java,Assertions.java,0.0633180049522462
Assertions.java,Employee.java,0.06334041047416844
Employee.java,Assertions.java,0.06334041047416844
Assertions.java,OtherStringTestComparator.java,0.0635260528194147
OtherStringTestComparator.java,Assertions.java,0.0635260528194147
Assertions.java,OtherStringTestComparatorWithAt.java,0.0635260528194147
OtherStringTestComparatorWithAt.java,Assertions.java,0.0635260528194147
AssertionsForClassTypes.java,AssertionsForClassTypes.java,0.0
AssertionsForClassTypes.java,AssertionsForClassTypes.java,0.0
AssertionsForClassTypes.java,AssertionsForInterfaceTypes.java,0.3363855421686747
AssertionsForInterfaceTypes.java,AssertionsForClassTypes.java,0.3363855421686747
AssertionsForClassTypes.java,ClassBasedNavigableIterableAssert.java,0.06735159817351598
ClassBasedNavigableIterableAssert.java,AssertionsForClassTypes.java,0.06735159817351598
AssertionsForClassTypes.java,Condition.java,0.2281081081081081
Condition.java,AssertionsForClassTypes.java,0.2281081081081081
AssertionsForClassTypes.java,ListAssert.java,0.06090863704443335
ListAssert.java,AssertionsForClassTypes.java,0.06090863704443335
AssertionsForClassTypes.java,WritableAssertionInfo.java,0.2390481341265549
WritableAssertionInfo.java,AssertionsForClassTypes.java,0.2390481341265549
AssertionsForClassTypes.java,AnyOf.java,0.22253680634201586
AnyOf.java,AssertionsForClassTypes.java,0.22253680634201586
AssertionsForClassTypes.java,Join.java,0.1901805869074492
Join.java,AssertionsForClassTypes.java,0.1901805869074492
AssertionsForClassTypes.java,ConfigurationProvider.java,0.18767990788716177
ConfigurationProvider.java,AssertionsForClassTypes.java,0.18767990788716177
AssertionsForClassTypes.java,Services.java,0.06747404844290658
Services.java,AssertionsForClassTypes.java,0.06747404844290658
AssertionsForClassTypes.java,MapEntry.java,0.2505605381165919
MapEntry.java,AssertionsForClassTypes.java,0.2505605381165919
AssertionsForClassTypes.java,Description.java,0.1871042026482441
Description.java,AssertionsForClassTypes.java,0.1871042026482441
AssertionsForClassTypes.java,TextDescription.java,0.25738636363636364
TextDescription.java,AssertionsForClassTypes.java,0.25738636363636364
AssertionsForClassTypes.java,BasicErrorMessageFactory.java,0.19590958019375673
BasicErrorMessageFactory.java,AssertionsForClassTypes.java,0.19590958019375673
AssertionsForClassTypes.java,ConstructorInvoker.java,0.06678082191780822
ConstructorInvoker.java,AssertionsForClassTypes.java,0.06678082191780822
AssertionsForClassTypes.java,DescriptionFormatter.java,0.1861397479954181
DescriptionFormatter.java,AssertionsForClassTypes.java,0.1861397479954181
AssertionsForClassTypes.java,MessageFormatter.java,0.20530174844895657
MessageFormatter.java,AssertionsForClassTypes.java,0.20530174844895657
AssertionsForClassTypes.java,ShouldBeBetween.java,0.18181818181818182
ShouldBeBetween.java,AssertionsForClassTypes.java,0.18181818181818182
AssertionsForClassTypes.java,ShouldBeEqual.java,0.26228660113812724
ShouldBeEqual.java,AssertionsForClassTypes.java,0.26228660113812724
AssertionsForClassTypes.java,ShouldNotHaveDuplicates.java,0.18624641833810887
ShouldNotHaveDuplicates.java,AssertionsForClassTypes.java,0.18624641833810887
AssertionsForClassTypes.java,ByNameSingleExtractor.java,0.06724137931034482
ByNameSingleExtractor.java,AssertionsForClassTypes.java,0.06724137931034482
AssertionsForClassTypes.java,Extractors.java,0.18510158013544017
Extractors.java,AssertionsForClassTypes.java,0.18510158013544017
AssertionsForClassTypes.java,FieldsOrPropertiesExtractor.java,0.215375918598078
FieldsOrPropertiesExtractor.java,AssertionsForClassTypes.java,0.215375918598078
AssertionsForClassTypes.java,Properties.java,0.3031973539140022
Properties.java,AssertionsForClassTypes.java,0.3031973539140022
AssertionsForClassTypes.java,Tuple.java,0.0676905574516496
Tuple.java,AssertionsForClassTypes.java,0.0676905574516496
AssertionsForClassTypes.java,AbstractComparisonStrategy.java,0.204252937884723
AbstractComparisonStrategy.java,AssertionsForClassTypes.java,0.204252937884723
AssertionsForClassTypes.java,Arrays.java,0.14993854977468252
Arrays.java,AssertionsForClassTypes.java,0.14993854977468252
AssertionsForClassTypes.java,Booleans.java,0.20892151326933936
Booleans.java,AssertionsForClassTypes.java,0.20892151326933936
AssertionsForClassTypes.java,Characters.java,0.2091577162238553
Characters.java,AssertionsForClassTypes.java,0.2091577162238553
AssertionsForClassTypes.java,CommonValidations.java,0.06576086956521739
CommonValidations.java,AssertionsForClassTypes.java,0.06576086956521739
AssertionsForClassTypes.java,Comparables.java,0.20729853015712113
Comparables.java,AssertionsForClassTypes.java,0.20729853015712113
AssertionsForClassTypes.java,ComparatorBasedComparisonStrategy.java,0.19330855018587362
ComparatorBasedComparisonStrategy.java,AssertionsForClassTypes.java,0.19330855018587362
AssertionsForClassTypes.java,Conditions.java,0.2031850631521142
Conditions.java,AssertionsForClassTypes.java,0.2031850631521142
AssertionsForClassTypes.java,Failures.java,0.22007318348144275
Failures.java,AssertionsForClassTypes.java,0.22007318348144275
AssertionsForClassTypes.java,Integers.java,0.2069357589539511
Integers.java,AssertionsForClassTypes.java,0.2069357589539511
AssertionsForClassTypes.java,IterableDiff.java,0.0676905574516496
IterableDiff.java,AssertionsForClassTypes.java,0.0676905574516496
AssertionsForClassTypes.java,Iterables.java,0.16966490299823633
Iterables.java,AssertionsForClassTypes.java,0.16966490299823633
AssertionsForClassTypes.java,Lists.java,0.2182741116751269
Lists.java,AssertionsForClassTypes.java,0.2182741116751269
AssertionsForClassTypes.java,Numbers.java,0.2706728299948639
Numbers.java,AssertionsForClassTypes.java,0.2706728299948639
AssertionsForClassTypes.java,Objects.java,0.19663799843627836
Objects.java,AssertionsForClassTypes.java,0.19663799843627836
AssertionsForClassTypes.java,Predicates.java,0.1867816091954023
Predicates.java,AssertionsForClassTypes.java,0.1867816091954023
AssertionsForClassTypes.java,StandardComparisonStrategy.java,0.19341126461211477
StandardComparisonStrategy.java,AssertionsForClassTypes.java,0.19341126461211477
AssertionsForClassTypes.java,Strings.java,0.18611865063978286
Strings.java,AssertionsForClassTypes.java,0.18611865063978286
AssertionsForClassTypes.java,Throwables.java,0.24266936299292213
Throwables.java,AssertionsForClassTypes.java,0.24266936299292213
AssertionsForClassTypes.java,TypeComparators.java,0.24581939799331104
TypeComparators.java,AssertionsForClassTypes.java,0.24581939799331104
AssertionsForClassTypes.java,StandardRepresentation.java,0.248868778280543
StandardRepresentation.java,AssertionsForClassTypes.java,0.248868778280543
AssertionsForClassTypes.java,Arrays.java,0.1982896846606093
Arrays.java,AssertionsForClassTypes.java,0.1982896846606093
AssertionsForClassTypes.java,ArrayWrapperList.java,0.2476137001684447
ArrayWrapperList.java,AssertionsForClassTypes.java,0.2476137001684447
AssertionsForClassTypes.java,DateUtil.java,0.23925501432664756
DateUtil.java,AssertionsForClassTypes.java,0.23925501432664756
AssertionsForClassTypes.java,ClassUtils.java,0.3076490438695163
ClassUtils.java,AssertionsForClassTypes.java,0.3076490438695163
AssertionsForClassTypes.java,FieldSupport.java,0.280398322851153
FieldSupport.java,AssertionsForClassTypes.java,0.280398322851153
AssertionsForClassTypes.java,FieldUtils.java,0.1983695652173913
FieldUtils.java,AssertionsForClassTypes.java,0.1983695652173913
AssertionsForClassTypes.java,Introspection.java,0.20489977728285078
Introspection.java,AssertionsForClassTypes.java,0.20489977728285078
AssertionsForClassTypes.java,MemberUtils.java,0.007918552036199095
MemberUtils.java,AssertionsForClassTypes.java,0.007918552036199095
AssertionsForClassTypes.java,PropertyOrFieldSupport.java,0.06532663316582915
PropertyOrFieldSupport.java,AssertionsForClassTypes.java,0.06532663316582915
AssertionsForClassTypes.java,PropertySupport.java,0.21914225941422594
PropertySupport.java,AssertionsForClassTypes.java,0.21914225941422594
AssertionsForClassTypes.java,IterableUtil.java,0.2958677685950413
IterableUtil.java,AssertionsForClassTypes.java,0.2958677685950413
AssertionsForClassTypes.java,Lists.java,0.20457079152731328
Lists.java,AssertionsForClassTypes.java,0.20457079152731328
AssertionsForClassTypes.java,Objects.java,0.24405091311566132
Objects.java,AssertionsForClassTypes.java,0.24405091311566132
AssertionsForClassTypes.java,Preconditions.java,0.2922077922077922
Preconditions.java,AssertionsForClassTypes.java,0.2922077922077922
AssertionsForClassTypes.java,Strings.java,0.18961038961038962
Strings.java,AssertionsForClassTypes.java,0.18961038961038962
AssertionsForClassTypes.java,Throwables.java,0.2960954446854664
Throwables.java,AssertionsForClassTypes.java,0.2960954446854664
AssertionsForClassTypes.java,Assertions_assertThat_with_Boolean_Test.java,0.0681686886192952
Assertions_assertThat_with_Boolean_Test.java,AssertionsForClassTypes.java,0.0681686886192952
AssertionsForClassTypes.java,Assertions_assertThat_with_Character_Test.java,0.06812933025404157
Assertions_assertThat_with_Character_Test.java,AssertionsForClassTypes.java,0.06812933025404157
AssertionsForClassTypes.java,Assertions_tuple_Test.java,0.06914584543869844
Assertions_tuple_Test.java,AssertionsForClassTypes.java,0.06914584543869844
AssertionsForClassTypes.java,TestCondition.java,0.06777713957495692
TestCondition.java,AssertionsForClassTypes.java,0.06777713957495692
AssertionsForClassTypes.java,AnyOf_matches_Test.java,0.06697195191757298
