Timestamp,Message,Committer,Added,Removed,File
1513473870," ""Merge remotetracking branch origin2x Conflicts	srcmainjavaorgassertjcoreapiAbstractIterableAssertjava	srcmainjavaorgassertjcoreapiAbstractObjectArrayAssertjava	srcmainjavaorgassertjcoreapiAbstractObjectAssertjava	srcmainjavaorgassertjcoreapiAssertionsjava	srcmainjavaorgassertjcoreapiJava6Assertionsjava	srcmainjavaorgassertjcoreapiSoftAssertionsjava	srcmainjavaorgassertjcoredataOffsetjava	srcmainjavaorgassertjcoreerrorShouldContainCharSequenceSequencejava	srcmainjavaorgassertjcoreinternalComparablesjava	srcmainjavaorgassertjcoreinternalConditionsjava	srcmainjavaorgassertjcoreinternalNumbersjava	srctestjavaorgassertjcoreapicharsequenceCharSequenceAssertcontainsSequenceTestjava	srctestjavaorgassertjcoreapiobjectObjectAssertextractingTestjava"""," ""Joel Costigliola""",1,1,src/main/java/org/assertj/core/util/IterableUtil.java
1513473870," ""Merge remotetracking branch origin2x Conflicts	srcmainjavaorgassertjcoreapiAbstractIterableAssertjava	srcmainjavaorgassertjcoreapiAbstractObjectArrayAssertjava	srcmainjavaorgassertjcoreapiAbstractObjectAssertjava	srcmainjavaorgassertjcoreapiAssertionsjava	srcmainjavaorgassertjcoreapiJava6Assertionsjava	srcmainjavaorgassertjcoreapiSoftAssertionsjava	srcmainjavaorgassertjcoredataOffsetjava	srcmainjavaorgassertjcoreerrorShouldContainCharSequenceSequencejava	srcmainjavaorgassertjcoreinternalComparablesjava	srcmainjavaorgassertjcoreinternalConditionsjava	srcmainjavaorgassertjcoreinternalNumbersjava	srctestjavaorgassertjcoreapicharsequenceCharSequenceAssertcontainsSequenceTestjava	srctestjavaorgassertjcoreapiobjectObjectAssertextractingTestjava"""," ""Joel Costigliola""",1,1,src/test/java/org/assertj/core/error/ShouldNotHaveDuplicates_create_Test.java
1513473870," ""Merge remotetracking branch origin2x Conflicts	srcmainjavaorgassertjcoreapiAbstractIterableAssertjava	srcmainjavaorgassertjcoreapiAbstractObjectArrayAssertjava	srcmainjavaorgassertjcoreapiAbstractObjectAssertjava	srcmainjavaorgassertjcoreapiAssertionsjava	srcmainjavaorgassertjcoreapiJava6Assertionsjava	srcmainjavaorgassertjcoreapiSoftAssertionsjava	srcmainjavaorgassertjcoredataOffsetjava	srcmainjavaorgassertjcoreerrorShouldContainCharSequenceSequencejava	srcmainjavaorgassertjcoreinternalComparablesjava	srcmainjavaorgassertjcoreinternalConditionsjava	srcmainjavaorgassertjcoreinternalNumbersjava	srctestjavaorgassertjcoreapicharsequenceCharSequenceAssertcontainsSequenceTestjava	srctestjavaorgassertjcoreapiobjectObjectAssertextractingTestjava"""," ""Joel Costigliola""",3,2,src/test/java/org/assertj/core/internal/TypeComparators_Test.java
1513473870," ""Merge remotetracking branch origin2x Conflicts	srcmainjavaorgassertjcoreapiAbstractIterableAssertjava	srcmainjavaorgassertjcoreapiAbstractObjectArrayAssertjava	srcmainjavaorgassertjcoreapiAbstractObjectAssertjava	srcmainjavaorgassertjcoreapiAssertionsjava	srcmainjavaorgassertjcoreapiJava6Assertionsjava	srcmainjavaorgassertjcoreapiSoftAssertionsjava	srcmainjavaorgassertjcoredataOffsetjava	srcmainjavaorgassertjcoreerrorShouldContainCharSequenceSequencejava	srcmainjavaorgassertjcoreinternalComparablesjava	srcmainjavaorgassertjcoreinternalConditionsjava	srcmainjavaorgassertjcoreinternalNumbersjava	srctestjavaorgassertjcoreapicharsequenceCharSequenceAssertcontainsSequenceTestjava	srctestjavaorgassertjcoreapiobjectObjectAssertextractingTestjava"""," ""Joel Costigliola""",4,4,src/test/java/org/assertj/core/presentation/StandardRepresentation_toStringOf_Test.java
1513072196," ""1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc1117 fix not appropriate isBetween and isStrictlyBetween javadoc 1125"""," ""Chris Arnott""",22,2,src/main/java/org/assertj/core/api/AbstractIntegerAssert.java
1513071875," ""Add zipSatisfy assertion to verify some requirements on pairs built from two group of objectsFixes 1022"""," ""Joel Costigliola""",34,0,src/main/java/org/assertj/core/api/AbstractIterableAssert.java
1513071875," ""Add zipSatisfy assertion to verify some requirements on pairs built from two group of objectsFixes 1022"""," ""Joel Costigliola""",24,0,src/main/java/org/assertj/core/internal/Iterables.java
1512551418," ""Minor improvements"""," ""Joel Costigliola""",3,1,src/main/java/org/assertj/core/api/Assertions.java
1512551418," ""Minor improvements"""," ""Joel Costigliola""",3,1,src/main/java/org/assertj/core/api/AssertionsForClassTypes.java
1512378199," ""Add a factory method to return CompletableFuture assertion from a CompletionStage"""," ""Thibault Kruse""",16,0,src/main/java/org/assertj/core/api/Assertions.java
