Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/api/AbstractOptionalDoubleAssert.AbstractOptionalDoubleAssert,(Ljava/util/OptionalDouble;Ljava/lang/Class;)V,16,1
org/assertj/core/api/AbstractOptionalDoubleAssert.isPresent,()Lorg/assertj/core/api/AbstractOptionalDoubleAssert;,26,2
org/assertj/core/api/AbstractOptionalDoubleAssert.isNotPresent,()Lorg/assertj/core/api/AbstractOptionalDoubleAssert;,7,1
org/assertj/core/api/AbstractOptionalDoubleAssert.isEmpty,()Lorg/assertj/core/api/AbstractOptionalDoubleAssert;,27,2
org/assertj/core/api/AbstractOptionalDoubleAssert.isNotEmpty,()Lorg/assertj/core/api/AbstractOptionalDoubleAssert;,7,1
org/assertj/core/api/AbstractOptionalDoubleAssert.hasValue,(D)Lorg/assertj/core/api/AbstractOptionalDoubleAssert;,43,3
org/assertj/core/api/AbstractOptionalDoubleAssert.hasValueCloseTo,(Ljava/lang/Double;Lorg/assertj/core/data/Offset;)Lorg/assertj/core/api/AbstractOptionalDoubleAssert;,66,3
