Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/api/ComparatorFactory$1.ComparatorFactory$1,(Lorg/assertj/core/api/ComparatorFactory;D)V,15,1
org/assertj/core/api/ComparatorFactory$1.compare,(Ljava/lang/Double;Ljava/lang/Double;)I,35,3
org/assertj/core/api/ComparatorFactory$1.toString,()Ljava/lang/String;,13,1
org/assertj/core/api/ComparatorFactory$1.compare,(Ljava/lang/Object;Ljava/lang/Object;)I,11,1
