Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/api/Java6BDDSoftAssertions.Java6BDDSoftAssertions,()V,7,1
org/assertj/core/api/Java6BDDSoftAssertions.assertAll,()V,25,2
