Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/api/DoubleAssert.DoubleAssert,(Ljava/lang/Double;)V,11,1
org/assertj/core/api/DoubleAssert.DoubleAssert,(D)V,11,1
