Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/error/ShouldBeInSameHour.shouldBeInSameHour,(Ljava/util/Date;Ljava/util/Date;)Lorg/assertj/core/error/ErrorMessageFactory;,10,1
org/assertj/core/error/ShouldBeInSameHour.ShouldBeInSameHour,(Ljava/util/Date;Ljava/util/Date;)V,20,1
