Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/extractor/ResultOfExtractor.ResultOfExtractor,(Ljava/lang/String;)V,14,1
org/assertj/core/extractor/ResultOfExtractor.extract,(Ljava/lang/Object;)Ljava/lang/Object;,9,1
