Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/error/ShouldNotHaveSameClass.shouldNotHaveSameClass,(Ljava/lang/Object;Ljava/lang/Object;)Lorg/assertj/core/error/ErrorMessageFactory;,10,1
org/assertj/core/error/ShouldNotHaveSameClass.ShouldNotHaveSameClass,(Ljava/lang/Object;Ljava/lang/Object;)V,25,1
