Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/api/JUnitBDDSoftAssertions.JUnitBDDSoftAssertions,()V,7,1
org/assertj/core/api/JUnitBDDSoftAssertions.apply,(Lorg/junit/runners/model/Statement;Lorg/junit/runner/Description;)Lorg/junit/runners/model/Statement;,10,1
org/assertj/core/api/JUnitBDDSoftAssertions.getErrors,()Ljava/util/List;,8,1
