Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/error/ShouldBeInstanceOfAny.shouldBeInstanceOfAny,(Ljava/lang/Object;[Ljava/lang/Class;)Lorg/assertj/core/error/ErrorMessageFactory;,27,2
org/assertj/core/error/ShouldBeInstanceOfAny.ShouldBeInstanceOfAny,(Ljava/lang/Object;[Ljava/lang/Class;)V,27,1
org/assertj/core/error/ShouldBeInstanceOfAny.ShouldBeInstanceOfAny,(Ljava/lang/Throwable;[Ljava/lang/Class;)V,27,1
