Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/error/future/ShouldHaveFailed.shouldHaveFailed,(Ljava/util/concurrent/CompletableFuture;)Lorg/assertj/core/error/ErrorMessageFactory;,9,1
org/assertj/core/error/future/ShouldHaveFailed.ShouldHaveFailed,(Ljava/util/concurrent/CompletableFuture;)V,16,1
