Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/error/ShouldBeInSameDay.shouldBeInSameDay,(Ljava/util/Date;Ljava/util/Date;)Lorg/assertj/core/error/ErrorMessageFactory;,10,1
org/assertj/core/error/ShouldBeInSameDay.ShouldBeInSameDay,(Ljava/util/Date;Ljava/util/Date;)V,20,1
