Method,Description,Nodes,Cyclomatic Complexity
org/assertj/core/error/OptionalShouldContainInstanceOf.OptionalShouldContainInstanceOf,(Ljava/lang/String;)V,12,1
org/assertj/core/error/OptionalShouldContainInstanceOf.shouldContainInstanceOf,(Ljava/lang/Object;Ljava/lang/Class;)Lorg/assertj/core/error/OptionalShouldContainInstanceOf;,72,2
